,ent_name,corpus_url,sent
4728,Reverse Triangular Merger,https://www.investopedia.com/terms/r/rtm.asp,"A reverse triangular merger is the formation of a new company that occurs when an acquiring company creates a subsidiary, the subsidiary purchases the target company, and the subsidiary is then absorbed by the target company."
4729,Understanding Revocable Beneficiary,https://www.investopedia.com/terms/r/revocablebeneficiary.asp,A revocable beneficiary does not have guaranteed rights to receive compensation from an entity such as an insurance policy or a trust fund.
4730,Revocable Trust,https://www.investopedia.com/terms/r/revocabletrust.asp,A revocable trust is a trust whereby provisions can be altered or canceled dependent on the grantor or the originator of the trust.
4731,Revolver,https://www.investopedia.com/terms/r/revolver.asp,"A revolver refers to a borrower—either an individual or a company—who carries a balance from month to month, via a revolving credit line."
4732,Revolving Credit,https://www.investopedia.com/terms/r/revolvingcredit.asp,Revolving credit is an agreement that permits an account holder to borrow money repeatedly up to a set dollar limit while repaying a portion of the current balance due in regular payments.
4733,Revolving Door,https://www.investopedia.com/terms/r/revolving-door.asp,"The term ""revolving door"" refers to the movement of high-level employees from public-sector jobs to private-sector jobs and vice versa."
4734,Revolving Loan Facility,https://www.investopedia.com/terms/r/revolving-loan-facility.asp,"A revolving loan facility is a form of credit issued by a financial institution that provides the borrower with the ability to draw down or withdraw, repay, and withdraw again."
4735,Rho,https://www.investopedia.com/terms/r/rho.asp,Rho is the rate at which the price of a derivative changes relative to a change in the risk-free rate of interest.
4736,Ricardian Equivalence,https://www.investopedia.com/terms/r/ricardianequivalence.asp,Ricardian equivalence is an economic theory that says that financing government spending out of current taxes or future taxes (and current deficits) will have equivalent effects on the overall economy.
4737,Rider,https://www.investopedia.com/terms/r/rider.asp,A rider is an insurance policy provision that adds benefits to or amends the terms of a basic insurance policy.
4738,Right of First Offer,https://www.investopedia.com/terms/r/rofo.asp,A right of first offer (ROFO) is a contractual obligation that allows the holder to purchase an asset before the owner tries to sell it to someone else.
4739,Right Of First Refusal,https://www.investopedia.com/terms/r/rightoffirstrefusal.asp,"Right of first refusal (ROFR), also known as first right of refusal, is a contractual right to enter into a business transaction with a person or company before anyone else can."
4740,Right of Rescission,https://www.investopedia.com/terms/r/right_of_rescission.asp,"The right of rescission is a right, set forth by the Truth in Lending Act (TILA) under U."
4741,Right-to-Work Law,https://www.investopedia.com/terms/r/righttowork-law.asp,A right-to-work (RTW) law gives workers the freedom to choose whether or not to join a labor union in the workplace.
4742,Rights Offering (Issue),https://www.investopedia.com/terms/r/rightsoffering.asp,"A rights offering (rights issue) is a group of rights offered to existing shareholders to purchase additional stock shares, known as subscription warrants, in proportion to their existing holdings."
4743,Ring-Fence,https://www.investopedia.com/terms/r/ringfence.asp,A ring-fence is a virtual barrier that segregates a portion of an individual's or company's financial assets from the rest.
4744,Ripple,https://www.investopedia.com/terms/r/ripple.asp,Ripple is a technology that acts as both a cryptocurrency and a digital payment network for financial transactions.
4745,Ripple,https://www.investopedia.com/terms/r/ripple-cryptocurrency.asp,Ripple is a technology that acts as both a cryptocurrency and a digital payment network for financial transactions.
4746,Risk,https://www.investopedia.com/terms/r/risk.asp,Risk is defined in financial terms as the chance that an outcome or investment's actual gains will differ from an expected outcome or return.
4747,Risk-Adjusted Return,https://www.investopedia.com/terms/r/riskadjustedreturn.asp,A risk-adjusted return is a calculation of the profit or potential profit from an investment that takes into account the degree of risk that must be accepted in order to achieve it.
4748,Risk-Adjusted Return On Capital (RAROC),https://www.investopedia.com/terms/r/raroc.asp,Risk-adjusted return on capital (RAROC) is a modified return on investment (ROI) figure that takes elements of risk into account.
4749,Risk Analysis,https://www.investopedia.com/terms/r/risk-analysis.asp,"Risk analysis is the process of assessing the likelihood of an adverse event occurring within the corporate, government, or environmental sector."
4750,Risk Assessment,https://www.investopedia.com/terms/r/risk-assessment.asp,"Risk assessment is a general term used across many industries to determine the likelihood of loss on an asset, loan, or investment."
4751,Risk Averse,https://www.investopedia.com/terms/r/riskaverse.asp,The term risk-averse describes the investor who chooses the preservation of capital over the potential for a higher-than-average return.
4752,Risk-Based Capital Requirement,https://www.investopedia.com/terms/r/risk-based-capital-requirement.asp,Risk-based capital requirement refers to a rule that establishes minimum regulatory capital for financial institutions.
4753,Risk Control,https://www.investopedia.com/terms/r/risk-control.asp,Risk control is the set of methods by which firms evaluate potential losses and take action to reduce or eliminate such threats.
4754,Risk-Free Asset,https://www.investopedia.com/terms/r/riskfreeasset.asp,A risk-free asset is one that has a certain future return—and virtually no possibility of loss.
4755,Risk-Free Rate Of Return,https://www.investopedia.com/terms/r/risk-freerate.asp,The risk-free rate of return is the theoretical rate of return of an investment with zero risk.
